timestamp,source,destination,packet_size,num_segments,latency,rtt,throughput,error_rate,congestion_index,bandwidth
2025-01-28 10:17:23,10.0.0.1,10.0.0.2,1500,5,2.026,0.052,10.3,0.012405054029489826,0.03731343283582089,134
2025-01-28 10:17:24,10.0.0.1,10.0.0.2,1500,3,0.034,0.068,10.3,0.11590116499443415,0.01818181818181818,165
2025-01-28 10:17:25,10.0.0.1,10.0.0.2,1500,2,0.040,0.08,10.3,0.4295552271923313,0.007352941176470588,272
2025-01-28 10:17:27,10.0.0.1,10.0.0.2,1500,9,0.047,0.094,10.3,0.165912959192975,0.97902097902098,429
2025-01-28 10:17:28,10.0.0.1,10.0.0.2,1500,5,0.050,0.1,10.3,0.41315649602080495,0.036231884057971016,138
2025-01-28 10:17:29,10.0.0.1,10.0.0.2,1500,2,0.043,0.086,10.3,0.26995196510778796,0.0047169811320754715,424
2025-01-28 10:17:30,10.0.0.1,10.0.0.2,1500,3,0.047,0.094,9.63,0.17325960728304723,0.013953488372093023,215
2025-01-28 10:17:31,10.0.0.1,10.0.0.2,1500,3,0.063,0.126,8.89,0.09240392247556528,0.01910828025477707,157
2025-01-28 10:17:32,10.0.0.1,10.0.0.2,1500,4,46.240,92.48,9.06,0.35663754479570503,0.011764705882352941,340
2025-01-28 10:17:34,10.0.0.1,10.0.0.2,1500,2,0.036,0.072,10.3,0.2909638345591617,0.00408997955010225,489
2025-01-28 10:17:35,10.0.0.1,10.0.0.2,1500,3,1.050,2.1,10.3,0.44379559765532584,0.58273381294964,139
2025-01-28 10:17:36,10.0.0.1,10.0.0.2,1500,8,0.048,0.096,10.3,0.33335163893135134,0.06153846153846154,130
2025-01-28 10:17:37,10.0.0.1,10.0.0.2,1500,4,0.270,0.54,10.3,0.023211123346474627,0.13333333333333333,30
2025-01-28 10:17:38,10.0.0.1,10.0.0.2,1500,7,0.047,0.094,10.3,0.10033404661291356,0.4375,16
2025-01-28 10:17:39,10.0.0.1,10.0.0.2,1500,7,0.048,0.096,10.3,0.2848170202558394,0.2413793103448276,29
2025-01-28 10:17:40,10.0.0.1,10.0.0.2,1500,4,0.045,0.09,9.60,0.40164432876039213,0.0425531914893617,94
2025-01-28 10:17:41,10.0.0.1,10.0.0.2,1500,8,0.048,0.096,10.3,0.3217456706391483,0.049689440993788817,161
2025-01-28 10:17:42,10.0.0.1,10.0.0.2,1500,6,0.056,0.112,10.3,0.4756429001894326,0.012958963282937365,463
2025-01-28 10:17:44,10.0.0.1,10.0.0.2,1500,2,1.046,0.092,10.3,0.34789137906701445,0.14285714285714285,14
2025-01-28 10:17:45,10.0.0.1,10.0.0.2,1500,9,0.038,0.076,10.3,0.05538066126644925,0.046632124352331605,193
2025-01-28 10:17:46,10.0.0.1,10.0.0.2,1500,5,1.048,0.096,10.3,0.4405626064463651,0.014492753623188406,345
2025-01-28 10:17:47,10.0.0.1,10.0.0.2,1500,2,0.049,0.098,10.3,0.16316664656460228,0.004796163069544364,417
2025-01-28 10:17:48,10.0.0.1,10.0.0.2,1500,7,2.048,0.096,9.71,0.13770739416793049,0.023178807947019868,302
2025-01-28 10:17:49,10.0.0.1,10.0.0.2,1500,8,0.048,0.096,10.3,0.10712214979960749,0.02711864406779661,295
2025-01-28 10:17:50,10.0.0.1,10.0.0.2,1500,6,0.050,0.1,10.3,0.25203566778860687,0.02531645569620253,237
2025-01-28 10:17:51,10.0.0.1,10.0.0.2,1500,10,1.048,0.096,10.3,0.28190682947571344,0.02304147465437788,434
2025-01-28 10:17:52,10.0.0.1,10.0.0.2,1500,3,0.049,0.098,10.3,0.3452963920024751,0.0064794816414686825,463
2025-01-28 10:17:54,10.0.0.1,10.0.0.2,1500,7,0.048,0.096,10.3,0.07135977870470672,0.015151515151515152,462
2025-01-28 10:17:55,10.0.0.1,10.0.0.2,1500,2,1.049,0.098,10.3,0.4663500562431183,0.010362694300518135,193
2025-01-28 10:17:56,10.0.0.1,10.0.0.2,1500,10,0.355,0.71,10.3,0.11492572323087413,0.04219409282700422,237
2025-01-28 10:17:57,10.0.0.1,10.0.0.2,1500,6,0.046,0.092,10.3,0.33393855148679985,0.015384615384615385,390
2025-01-28 10:17:58,10.0.0.1,10.0.0.2,1500,9,0.045,0.09,10.3,0.47292233661661925,0.023809523809523808,378
2025-01-28 10:17:59,10.0.0.1,10.0.0.2,1500,4,2.034,4.068,10.3,0.012989673280920266,0.014492753623188406,276
2025-01-28 10:18:00,10.0.0.1,10.0.0.2,1500,3,0.048,0.096,10.3,0.4826661002940836,0.006024096385542169,498
2025-01-28 10:18:01,10.0.0.1,10.0.0.2,1500,3,1.048,0.096,10.3,0.4040206686967782,0.009900990099009901,303
2025-01-28 10:18:02,10.0.0.1,10.0.0.2,1500,5,0.049,0.098,10.3,0.26253907238052043,0.013623978201634877,367
2025-01-28 10:18:03,10.0.0.1,10.0.0.2,1500,6,0.045,0.09,3.86,0.10293618409901784,0.061855670103092786,97
2025-01-28 10:18:05,10.0.0.1,10.0.0.2,1500,7,30.102,60.204,3.54,0.2869134421823915,0.01715686274509804,408
2025-01-28 10:18:06,10.0.0.1,10.0.0.2,1500,9,21.034,42.068,3.36,0.08318046714401545,0.42857142857142855,21
2025-01-28 10:18:08,10.0.0.1,10.0.0.2,1500,6,28.303,56.606,3.87,0.33289401755714465,0.012072434607645875,497
2025-01-28 10:18:09,10.0.0.1,10.0.0.2,1500,4,0.051,0.102,10.3,0.19978487444871224,0.011299435028248588,354
2025-01-28 10:18:10,10.0.0.1,10.0.0.2,1500,8,0.046,0.092,10.3,0.21792198830062115,0.064,125
2025-01-28 10:18:11,10.0.0.1,10.0.0.2,1500,6,1.407,2.814,10.3,0.11970339192092916,0.88082901554404,193
2025-01-28 10:18:12,10.0.0.1,10.0.0.2,1500,3,0.054,0.108,10.3,0.16360090250099685,0.007692307692307693,390
2025-01-28 10:18:13,10.0.0.1,10.0.0.2,1500,6,0.052,0.104,10.3,0.03129033996164654,0.06451612903225806,93
2025-01-28 10:18:14,10.0.0.1,10.0.0.2,1500,7,0.047,0.094,10.3,0.4339677721186088,0.022082018927444796,317
2025-01-28 10:18:16,10.0.0.1,10.0.0.2,1500,3,0.049,0.098,10.3,0.4096129427535358,0.046875,64
2025-01-28 10:18:17,10.0.0.1,10.0.0.2,1500,5,2.049,0.098,10.3,0.399373562025359,0.25,20
2025-01-28 10:18:18,10.0.0.1,10.0.0.2,1500,6,0.049,0.098,10.3,0.4025308162773092,0.022304832713754646,269
2025-01-28 10:18:19,10.0.0.1,10.0.0.2,1500,2,0.061,0.122,8.66,0.39804827918461344,0.01818181818181818,110
2025-01-28 10:18:20,10.0.0.1,10.0.0.2,1500,10,0.048,0.096,10.3,0.4972765153044752,0.024752475247524754,404
2025-01-28 10:18:21,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,10.3,0.20913224590198154,0.008968609865470852,223
2025-01-28 10:18:22,10.0.0.1,10.0.0.2,1500,9,0.062,0.124,10.3,0.08509741537800353,0.8411214953271028,107
2025-01-28 10:18:23,10.0.0.1,10.0.0.2,1500,2,0.055,0.11,6.00,0.003947566355686938,0.08333333333333333,24
2025-01-28 10:18:25,10.0.0.1,10.0.0.2,1500,9,0.746,1.492,10.3,0.01890704769727153,0.0989010989010989,91
2025-01-28 10:18:26,10.0.0.1,10.0.0.2,1500,2,0.052,0.104,10.3,0.0697000508230477,0.00909090909090909,220
2025-01-28 10:18:27,10.0.0.1,10.0.0.2,1500,10,0.047,0.094,10.3,0.05818752974503916,0.60207612456748,289
2025-01-28 10:18:28,10.0.0.1,10.0.0.2,1500,2,0.047,0.094,10.3,0.022372386833799218,0.004545454545454545,440
2025-01-28 10:18:29,10.0.0.1,10.0.0.2,1500,4,0.047,0.094,10.3,0.16792496389053102,0.008620689655172414,464
2025-01-28 10:18:30,10.0.0.1,10.0.0.2,1500,7,0.077,0.154,10.3,0.3325451861642059,0.109375,64
2025-01-28 10:18:31,10.0.0.1,10.0.0.2,1500,2,0.299,0.598,10.3,0.35485964020839517,0.878048780487805,41
2025-01-28 10:18:32,10.0.0.1,10.0.0.2,1500,3,0.052,0.104,10.3,0.05289796919149364,0.008620689655172414,348
2025-01-28 10:18:33,10.0.0.1,10.0.0.2,1500,4,0.050,0.1,10.3,0.01887367937591211,0.030534351145038167,131
2025-01-28 10:18:35,10.0.0.1,10.0.0.2,1500,2,1.614,3.228,8.89,0.29756849893863524,0.004301075268817204,465
2025-01-28 10:18:36,10.0.0.1,10.0.0.2,1500,5,0.048,0.096,10.3,0.05044352835279037,0.02100840336134454,238
2025-01-28 10:18:37,10.0.0.1,10.0.0.2,1500,6,2.048,0.096,10.3,0.1796207078897653,0.016666666666666666,360
2025-01-28 10:18:38,10.0.0.1,10.0.0.2,1500,6,0.046,0.092,10.3,0.3885081400878758,0.03389830508474576,177
2025-01-28 10:18:39,10.0.0.1,10.0.0.2,1500,9,4.059,0.118,10.3,0.40166401769164317,0.03308823529411765,272
2025-01-28 10:18:40,10.0.0.1,10.0.0.2,1500,2,0.049,0.098,10.3,0.4344609489741945,0.006711409395973154,298
2025-01-28 10:18:41,10.0.0.1,10.0.0.2,1500,7,0.050,0.1,10.3,0.36182756505991676,0.029661016949152543,236
2025-01-28 10:18:42,10.0.0.1,10.0.0.2,1500,8,0.046,0.092,10.3,0.004105059600511829,0.021621621621621623,370
2025-01-28 10:18:43,10.0.0.1,10.0.0.2,1500,9,7.050,0.1,7.67,0.20364614398299952,0.018329938900203666,491
2025-01-28 10:18:45,10.0.0.1,10.0.0.2,1500,6,0.080,0.16,10.3,0.16602912177734602,0.02158273381294964,278
2025-01-28 10:18:46,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,10.3,0.3356080397816358,0.021052631578947368,95
2025-01-28 10:18:47,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,10.3,0.12422441775491161,0.012345679012345678,162
2025-01-28 10:18:48,10.0.0.1,10.0.0.2,1500,4,0.048,0.096,10.3,0.40418098546364906,0.01702127659574468,235
2025-01-28 10:18:49,10.0.0.1,10.0.0.2,1500,10,0.112,0.224,10.3,0.22110211644145222,0.025906735751295335,386
2025-01-28 10:18:50,10.0.0.1,10.0.0.2,1500,2,0.050,0.1,10.3,0.23203672162140843,0.9950248756218905,201
2025-01-28 10:18:51,10.0.0.1,10.0.0.2,1500,7,0.050,0.1,10.3,0.26341326208892235,0.02527075812274368,277
2025-01-28 10:18:52,10.0.0.1,10.0.0.2,1500,2,0.108,0.216,10.3,0.11895144497882465,0.015384615384615385,130
2025-01-28 10:18:53,10.0.0.1,10.0.0.2,1500,5,0.036,0.072,10.3,0.2828012537564209,0.036231884057971016,138
2025-01-28 10:18:55,10.0.0.1,10.0.0.2,1500,4,1.046,0.092,10.3,0.31134370054092025,0.793103448275862,290
2025-01-28 10:18:56,10.0.0.1,10.0.0.2,1500,3,0.048,0.096,10.3,0.2345550089173551,0.02097902097902098,143
2025-01-28 10:18:57,10.0.0.1,10.0.0.2,1500,7,0.053,0.106,10.3,0.46842785616647004,0.038461538461538464,182
2025-01-28 10:18:58,10.0.0.1,10.0.0.2,1500,7,0.048,0.096,10.3,0.2872657249994327,0.1590909090909091,44
2025-01-28 10:18:59,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,10.3,0.2758586432013245,0.05714285714285714,35
2025-01-28 10:19:00,10.0.0.1,10.0.0.2,1500,10,0.048,0.096,10.3,0.49400649502010147,0.08,125
2025-01-28 10:19:01,10.0.0.1,10.0.0.2,1500,2,0.041,0.082,10.3,0.011184990273543749,0.0041753653444676405,479
2025-01-28 10:19:02,10.0.0.1,10.0.0.2,1500,10,0.048,0.096,10.3,0.4584962028716527,0.023474178403755867,426
2025-01-28 10:19:03,10.0.0.1,10.0.0.2,1500,10,0.051,0.102,10.3,0.17941361868587674,0.6944444444444445,144
2025-01-28 10:19:05,10.0.0.1,10.0.0.2,1500,3,1.469,2.938,10.3,0.12446852491109256,0.006696428571428571,448
2025-01-28 10:19:06,10.0.0.1,10.0.0.2,1500,6,0.048,0.096,10.3,0.2838619100548452,0.017341040462427744,346
2025-01-28 10:19:07,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,7.54,0.06663680829448976,0.004291845493562232,466
2025-01-28 10:19:08,10.0.0.1,10.0.0.2,1500,10,0.048,0.096,10.3,0.2137070848592703,0.08333333333333333,120
2025-01-28 10:19:09,10.0.0.1,10.0.0.2,1500,6,0.049,0.098,10.3,0.4714818329393092,0.013100436681222707,458
2025-01-28 10:19:10,10.0.0.1,10.0.0.2,1500,8,0.048,0.096,10.3,0.47112091118846544,0.26666666666666666,30
2025-01-28 10:19:11,10.0.0.1,10.0.0.2,1500,4,0.048,0.096,10.3,0.3484931278524969,0.046511627906976744,86
2025-01-28 10:19:12,10.0.0.1,10.0.0.2,1500,9,0.050,0.1,10.3,0.25445631249340805,0.08333333333333333,108
2025-01-28 10:19:13,10.0.0.1,10.0.0.2,1500,9,0.048,0.096,10.3,0.4117387310523858,0.4128686327077747,373
2025-01-28 10:19:15,10.0.0.1,10.0.0.2,1500,5,0.051,0.102,8.95,0.48011507057296743,0.018867924528301886,265
2025-01-28 10:19:16,10.0.0.1,10.0.0.2,1500,3,0.050,0.1,10.3,0.21668204517514728,0.0066518847006651885,451
2025-01-28 10:19:17,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,10.3,0.18118235004492356,0.0044742729306487695,447
2025-01-28 10:19:18,10.0.0.1,10.0.0.2,1500,9,0.047,0.094,10.3,0.43134167681278557,0.024128686327077747,373
2025-01-28 10:19:19,10.0.0.1,10.0.0.2,1500,3,0.052,0.104,10.3,0.06066992396720611,0.9124423963133645,434
2025-01-28 10:19:20,10.0.0.1,10.0.0.2,1500,2,0.047,0.094,8.39,0.27373421735775716,0.0196078431372549,102
2025-01-28 10:19:21,10.0.0.1,10.0.0.2,1500,6,0.047,0.094,10.3,0.3178012940169401,0.013921113689095127,431
2025-01-28 10:19:22,10.0.0.1,10.0.0.2,1500,4,3.047,0.094,10.3,0.0842959425869777,0.024844720496894408,161
2025-01-28 10:19:24,10.0.0.1,10.0.0.2,1500,3,0.049,0.098,9.76,0.17532009529988235,0.013888888888888888,216
2025-01-28 10:19:25,10.0.0.1,10.0.0.2,1500,6,0.047,0.094,10.3,0.13510254914158687,0.014527845036319613,413
2025-01-28 10:19:26,10.0.0.1,10.0.0.2,1500,9,2.049,0.098,10.3,0.2552556282183644,0.02127659574468085,423
2025-01-28 10:19:27,10.0.0.1,10.0.0.2,1500,8,0.050,0.1,10.3,0.09527001699608756,0.1951219512195122,41
2025-01-28 10:19:28,10.0.0.1,10.0.0.2,1500,2,0.047,0.094,10.3,0.10142241048469364,0.004889975550122249,409
2025-01-28 10:19:29,10.0.0.1,10.0.0.2,1500,8,1.046,0.092,10.3,0.14858464106216834,0.029304029304029304,273
2025-01-28 10:19:30,10.0.0.1,10.0.0.2,1500,7,0.058,0.116,10.3,0.07989685903923749,0.4285714285714285,490
2025-01-28 10:19:31,10.0.0.1,10.0.0.2,1500,2,0.053,0.106,10.3,0.43993646716863605,0.005571030640668524,359
2025-01-28 10:19:32,10.0.0.1,10.0.0.2,1500,5,2.061,0.122,10.3,0.15060798565797184,0.021551724137931036,232
2025-01-28 10:19:34,10.0.0.1,10.0.0.2,1500,8,0.048,0.096,10.3,0.24786056405283707,0.32,25
2025-01-28 10:19:35,10.0.0.1,10.0.0.2,1500,9,0.049,0.098,10.3,0.2585211573661375,0.08181818181818182,110
2025-01-28 10:19:36,10.0.0.1,10.0.0.2,1500,8,0.050,0.1,10.3,0.2261648410841131,0.042328042328042326,189
2025-01-28 10:19:37,10.0.0.1,10.0.0.2,1500,3,0.049,0.098,10.3,0.13597182132404045,0.009584664536741214,313
2025-01-28 10:19:38,10.0.0.1,10.0.0.2,1500,9,3.047,0.094,10.3,0.15304159379318294,0.67487684729065,406
2025-01-28 10:19:39,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,10.3,0.45468916552390753,0.011299435028248588,177
2025-01-28 10:19:40,10.0.0.1,10.0.0.2,1500,4,0.047,0.094,10.3,0.33218789523493003,0.0380952380952381,105
2025-01-28 10:19:41,10.0.0.1,10.0.0.2,1500,4,0.049,0.098,10.3,0.3972848081927657,0.008528784648187633,469
2025-01-28 10:19:42,10.0.0.1,10.0.0.2,1500,5,0.047,0.094,10.3,0.41817667976116735,0.024630541871921183,203
2025-01-28 10:19:44,10.0.0.1,10.0.0.2,1500,10,0.046,0.092,10.3,0.07812021193529572,0.03215434083601286,311
2025-01-28 10:19:45,10.0.0.1,10.0.0.2,1500,8,0.048,0.096,10.3,0.10029598825264929,0.023391812865497075,342
2025-01-28 10:19:46,10.0.0.1,10.0.0.2,1500,10,1.048,0.096,10.3,0.18608059560472384,0.023696682464454975,422
2025-01-28 10:19:47,10.0.0.1,10.0.0.2,1500,2,0.051,0.102,10.3,0.37153860595945604,0.004048582995951417,494
2025-01-28 10:19:48,10.0.0.1,10.0.0.2,1500,5,0.045,0.09,10.3,0.10946859535822734,0.017793594306049824,281
2025-01-28 10:19:49,10.0.0.1,10.0.0.2,1500,8,0.107,0.214,10.3,0.38671413577184943,0.02072538860103627,386
2025-01-28 10:19:50,10.0.0.1,10.0.0.2,1500,9,0.048,0.096,10.3,0.41061178888764616,0.02875399361022364,313
2025-01-28 10:19:51,10.0.0.1,10.0.0.2,1500,8,0.053,0.106,10.3,0.45358643488454925,0.05194805194805195,154
2025-01-28 10:19:52,10.0.0.1,10.0.0.2,1500,4,0.053,0.106,4.97,0.23954026017092228,0.025806451612903226,155
2025-01-28 10:19:54,10.0.0.1,10.0.0.2,1500,8,0.059,0.118,4.83,0.010445029965131969,0.018957345971563982,422
2025-01-28 10:19:55,10.0.0.1,10.0.0.2,1500,9,29.644,59.288,9.96,0.04292355364920469,0.21951219512195122,41
2025-01-28 10:19:56,10.0.0.1,10.0.0.2,1500,9,0.054,0.108,10.3,0.2668481151405731,0.021739130434782608,414
2025-01-28 10:19:57,10.0.0.1,10.0.0.2,1500,10,0.051,0.102,10.3,0.17604135305076968,0.030395136778115502,329
2025-01-28 10:19:58,10.0.0.1,10.0.0.2,1500,10,0.048,0.096,10.3,0.35628145772317943,0.043859649122807015,228
2025-01-28 10:19:59,10.0.0.1,10.0.0.2,1500,10,0.047,0.094,10.3,0.031370557984785774,0.030395136778115502,329
2025-01-28 10:20:00,10.0.0.1,10.0.0.2,1500,9,0.048,0.096,10.3,0.3716869795607177,0.058823529411764705,153
2025-01-28 10:20:02,10.0.0.1,10.0.0.2,1500,7,1.252,2.504,10.3,0.33518000549201166,0.043478260869565216,161
2025-01-28 10:20:03,10.0.0.1,10.0.0.2,1500,8,0.048,0.096,10.3,0.36033018761100793,0.024024024024024024,333
2025-01-28 10:20:04,10.0.0.1,10.0.0.2,1500,5,0.047,0.094,10.3,0.3421831741675383,0.052083333333333336,96
2025-01-28 10:20:05,10.0.0.1,10.0.0.2,1500,5,1.050,0.1,10.3,0.32367956502035483,0.02,250
2025-01-28 10:20:06,10.0.0.1,10.0.0.2,1500,2,0.055,0.11,10.3,0.004095934634347376,0.009433962264150943,212
2025-01-28 10:20:07,10.0.0.1,10.0.0.2,1500,6,0.049,0.098,10.3,0.12022175086655296,0.03680981595092025,163
2025-01-28 10:20:08,10.0.0.1,10.0.0.2,1500,2,0.049,0.098,8.60,0.14495888620162162,0.007751937984496124,258
2025-01-28 10:20:09,10.0.0.1,10.0.0.2,1500,4,2.019,0.038,10.3,0.2981957552434875,0.009685230024213076,413
2025-01-28 10:20:11,10.0.0.1,10.0.0.2,1500,7,0.048,0.096,10.3,0.3696231764695355,0.014705882352941176,476
2025-01-28 10:20:12,10.0.0.1,10.0.0.2,1500,10,0.051,0.102,10.3,0.18218302583194607,0.06097560975609756,164
2025-01-28 10:20:13,10.0.0.1,10.0.0.2,1500,2,0.025,0.05,10.3,0.4957888635758528,0.012578616352201259,159
2025-01-28 10:20:14,10.0.0.1,10.0.0.2,1500,9,0.030,0.06,10.2,0.23392988848732638,0.06521739130434782,138
2025-01-28 10:20:15,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,9.32,0.4854120085768648,0.005333333333333333,375
2025-01-28 10:20:16,10.0.0.1,10.0.0.2,1500,7,42.458,84.916,9.81,0.06573754424737044,0.016166281755196306,433
2025-01-28 10:20:18,10.0.0.1,10.0.0.2,1500,4,0.047,0.094,10.3,0.36053369313813793,0.043010752688172046,93
2025-01-28 10:20:19,10.0.0.1,10.0.0.2,1500,4,0.047,0.094,10.3,0.029400366212083306,0.01282051282051282,312
2025-01-28 10:20:20,10.0.0.1,10.0.0.2,1500,2,0.051,0.102,10.3,0.11009168719392459,0.4482758620689655,58
2025-01-28 10:20:21,10.0.0.1,10.0.0.2,1500,5,0.052,0.104,10.3,0.3083912023690286,0.05263157894736842,95
2025-01-28 10:20:22,10.0.0.1,10.0.0.2,1500,9,0.051,0.102,10.3,0.05769081131996273,0.045454545454545456,198
2025-01-28 10:20:23,10.0.0.1,10.0.0.2,1500,6,0.054,0.108,10.3,0.4971990222916751,0.044444444444444446,135
2025-01-28 10:20:24,10.0.0.1,10.0.0.2,1500,9,0.031,0.062,10.3,0.09674626036431994,0.02112676056338028,426
2025-01-28 10:20:25,10.0.0.1,10.0.0.2,1500,7,1.050,0.1,10.3,0.35803712924904924,0.023411371237458192,299
2025-01-28 10:20:27,10.0.0.1,10.0.0.2,1500,3,0.049,0.098,10.3,0.2911255452556582,0.7894736842105263,380
2025-01-28 10:20:28,10.0.0.1,10.0.0.2,1500,5,0.047,0.094,10.3,0.42536634139940654,0.14705882352941177,34
2025-01-28 10:20:29,10.0.0.1,10.0.0.2,1500,6,0.057,0.114,10.3,0.4701874931322316,0.013605442176870748,441
2025-01-28 10:20:30,10.0.0.1,10.0.0.2,1500,8,0.051,0.102,10.3,0.11177869241130539,0.7619047619047616,168
2025-01-28 10:20:31,10.0.0.1,10.0.0.2,1500,8,0.062,0.124,10.3,0.3918503296677485,0.017738359201773836,451
2025-01-28 10:20:32,10.0.0.1,10.0.0.2,1500,10,0.048,0.096,10.3,0.12041744538753885,0.54945054945054944,182
2025-01-28 10:20:33,10.0.0.1,10.0.0.2,1500,4,0.048,0.096,10.3,0.3567094552666129,0.011299435028248588,354
2025-01-28 10:20:34,10.0.0.1,10.0.0.2,1500,6,0.048,0.096,10.3,0.4558419530698269,0.25,24
2025-01-28 10:20:35,10.0.0.1,10.0.0.2,1500,6,0.020,0.04,10.3,0.21894462722869884,0.023809523809523808,252
2025-01-28 10:20:37,10.0.0.1,10.0.0.2,1500,2,0.049,0.098,10.3,0.4952266002907547,0.004597701149425287,435
2025-01-28 10:20:38,10.0.0.1,10.0.0.2,1500,8,0.049,0.098,10.3,0.40625968889530695,0.03686635944700461,217
2025-01-28 10:20:39,10.0.0.1,10.0.0.2,1500,5,0.050,0.1,10.3,0.44567647413210837,0.013333333333333334,375
2025-01-28 10:20:40,10.0.0.1,10.0.0.2,1500,2,0.048,0.096,10.3,0.22501168722534248,0.06896551724137931,29
